标题,卖点,总价,单价,户型,楼层,共有楼层数,装修,朝向,建造时间,面积,小区,区域,所属区,梯户比例,是否有电梯,房屋属性,详情页
万科物业 三房两卫 带入户花园 无抵押,万科物业 三房两卫 带入户花园 无抵押,108,12018,3室2厅,低楼层,24,其他,南 北,0,89.87,万科城市花园,梅溪湖北岸,岳麓,两梯六户,有,商品房,https://cs.lianjia.com/ershoufang/104108627954.html
业主诚售 康桥精装四房  满五唯一 视野采光好,此房业主急售 居家精装修 满五唯一 可读湘郡 南北格局,104,8071,4室2厅,低楼层,33,精装,南,2010,128.86,未来康桥长郡,泉塘,长沙县,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108643622.html
方略潇邦 2室2厅 南,链家网真房源，更多房源信息请联系经纪人,62.8,6943,2室2厅,低楼层,33,精装,南,2010,90.46,方略潇邦,泉塘,长沙县,两梯六户,有,商品房,https://cs.lianjia.com/ershoufang/104108615016.html
梅溪鑫苑名家  西雅 设计师作品 地铁口,满五唯一 ，同户型比别人家空间感大了很多,138.8,15346,3室2厅,低楼层,33,其他,南 北,2017,90.45,梅溪鑫苑名家,东方红,岳麓,三梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108614259.html
湘麓国际 6号线地铁 高新区管委会 麓谷公园 精装三房,麓谷公园精装三房.可以在家看麓谷公园，朝南户型，业主诚意出售,151.8,11477,3室2厅,高楼层,18,其他,南,2007,132.27,湘麓国际,麓谷东,岳麓,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108631336.html
品质小区  配套成熟  莱茵城精装三房,"楼层佳，采光无遮挡，视野好,精装无瑕疵，拎包入住。",103,10213,3室2厅,中楼层,25,精装,北,2010,100.86,宜居莱茵城,河西人人乐,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108590203.html
此房满五唯一，户型周正，精装修带全套家具家电.,此房满五唯一，户型周正，楼层好，采光好，精装修带全套家具家电,85.6,9407,3室2厅,低楼层,34,精装,南,2013,91,CROSS尚公馆,金星北,望城,两梯五户,有,商品房,https://cs.lianjia.com/ershoufang/104108652707.html
满五唯一，沃尔玛旁，户型周正，业主诚心卖,高层采光视野佳，采光充足，配套齐全，交通便利。,79.8,9510,3室1厅,高楼层,33,简装,南,2015,83.92,洋湖style,含浦,岳麓,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108593363.html
长房西郡，居家三房两厅两卫，双阳台房东诚心出售,此房户型格局好，自住装修，有车位，交通便利,126,9464,3室2厅,高楼层,11,精装,南 北,2010,133.14,长房西郡,河西人人乐,岳麓,一梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108618129.html
价格可聊，户型周正，装修保养较好。,小区物业好，24小时有保安，小区有公共健身设施，绿化好，环..,74.8,8044,3室1厅,中楼层,25,精装,南 北,0,93,三景国际,泉塘,长沙县,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108656129.html
央企品质 花园式小区 自住标准刚需小三房 看房方便,央企品质花园式小高层 交通便利 配套成熟,122,13017,3室2厅,高楼层,17,精装,南,0,93.73,中建芙蓉嘉苑,省政府,天心,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108600525.html
湘雅附二  育才 1楼  正规2房带院子 交通便利,户型周正，楼层好，视野宽阔，采光充足，配套齐全，交通便利。,52,9365,2室1厅,低楼层,6,简装,南,0,55.53,育才宿舍,浏城桥,芙蓉,一梯两户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108654149.html
恒大华府二期一梯一户大三房透精装全套适合陪读,恒大精装三房，视野宽阔可远眺岳麓山，近麓山陪读方便!,278,20724,3室2厅,高楼层,18,精装,东南,2010,134.15,恒大华府,市政府,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108578818.html
洋湖湿地公园旁 满五唯一 全明三房！,此房居家装修 保养好房屋整洁 格局通透采光好,107,11002,3室2厅,高楼层,26,精装,南,0,97.26,江山帝景哈佛,含浦,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108597805.html
汽车西站 品格家园 满五唯一 带阁楼  业主自住装修,满五唯一 南北通透  带阁楼 业主诚心出售,65,7826,3室2厅,高楼层,6,精装,南 北,2006,83.06,品格家园,汽车西站,岳麓,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108603571.html
烈士公园   地铁口  一楼带院子   两室两厅,房子就是在烈士公园北门里面，公园环境，出行都是不错的,73.8,9318,2室2厅,低楼层,7,简装,南,0,79.21,湖南烈士公园宿舍,烈士公园,开福,一梯两户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108619471.html
大阳台 正南朝向 一线浏阳河视野 全套美式家具,万科城精装小三房，满五不唯一，家具家电齐全，楼层视野好诚心..,128.8,14052,3室2厅,高楼层,34,其他,南,2014,91.66,万科城二期B区,福元西路,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108635833.html
长郡旁，2号线地铁，业主自住精装，边户户型...,长郡旁，2号线地铁，业主自住精装，边户小三房通透户型...,185.8,20168,3室2厅,低楼层,34,精装,东南 南,2014,92.13,合能璞丽,梅溪湖北岸,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108619847.html
配套设施齐全。交通方便，采光好,精装修，可以直接拎包入住，配套设施齐全，公园旁，房东急售,168,12013,4室2厅,高楼层,20,简装,东南,2011,139.85,景秀江山,银盆岭,岳麓,两梯七户,有,商品房,https://cs.lianjia.com/ershoufang/104108613563.html
业主精装自住，户型舒适，诚心急卖,此房户型南北对流，采光好，通风好，自住精装，拎包入住。,145,10686,5室2厅,高楼层,33,精装,南,2013,135.7,润和紫郡,金星北,望城,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108659091.html
小区集洋房、别墅高层于一体配套齐全整个小区占地面积,小区集洋房、别墅、高层于一体，配套齐全，整个小区占地面积..,125,9115,3室2厅,中楼层,6,精装,南,0,137.14,南山苏迪亚诺,金星北,望城,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108602165.html
怡海星城。此房不错，小区生活配套齐全,怡海星城。此房不错，小区生活配套齐全,87,8655,3室2厅,中楼层,16,精装,南,2016,100.53,怡海星城,暮云,天心,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108622046.html
小区中间楼栋，高层视野开阔，采光好，正南正北,楼层好  保养好 采光充足 视线开阔 配套设施齐全 交通便利,120,13353,3室2厅,高楼层,34,精装,南,2014,89.87,万科城三期,福元西路,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108634798.html
正地铁口 松雅湖 吾悦天虹商场旁精装三房拎包入住,三号线地铁口，交通便利，精装修,82.8,9281,3室2厅,低楼层,33,简装,南,2015,89.22,方略城市广场,开元路,长沙县,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108612258.html
优质好房诚心出售，看房方便。。,房子在二楼 ，没什么装备 整个中南醉便 一的一套,47.6,4176,3室2厅,低楼层,6,简装,南,2004,114.01,中南汽车世界,中南汽车世界,长沙县,一梯两户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108623771.html
德思勤七号线地铁口，品质小区。,小区2016年重新改造 环境好 德思勤800米什么都方便,76,7741,3室2厅,中楼层,5,简装,南,0,98.19,高升家园A区,德思勤,雨花,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108653026.html
急售 天园假日紫御江山长郡东雅拎包入住 满五唯一,满五唯一，居家精装，中楼层采光通风好，成色新，拎包入住！,97.8,10838,3室2厅,中楼层,16,精装,东南,2012,90.24,天园假日,汽车东站,芙蓉,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108593961.html
精装小三房  业主居住很少 可拎包入住,户型比较通透 业主住的也比较少 保养得很好 基本就可以入住,112,12828,3室2厅,低楼层,32,精装,东南,2014,87.31,香樟兰亭,树木岭,雨花,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108654490.html
高鑫麓城 3室2厅 南,链家网真房源，更多房源信息请联系经纪人,178,13502,3室2厅,中楼层,18,精装,南,2012,131.84,高鑫麓城,商学院,岳麓,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108641938.html
三号正地铁口 开元西路 筑梦园 纯板楼 房东诚心出售,开元路主干道，三号线湘龙站正地铁口。小区环境好，中间楼栋,104.8,7963,3室1厅,高楼层,18,精装,南,2006,131.61,筑梦园,中南汽车世界,长沙县,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108657140.html
圭塘河风光带旁 紧凑型四房 业主诚心出售,售房预算低 可以买四房  交通地铁商场 一应俱全,116,12832,4室2厅,中楼层,32,简装,南,2014,90.4,香樟兰亭,树木岭,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108614148.html
央企保利，高品质楼盘，强烈推荐，必看好房,此房满五唯一，楼层好，户型周正，采光充足，配套设施齐全,86.8,9722,3室2厅,高楼层,27,精装,南,2014,89.29,保利香槟国际,万家丽北,长沙县,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108620594.html
万科城三房两卫、独门独户带杂物间 业主诚心,万科城二期带储物间san房，视野开阔无遮挡，业主诚心,128,14202,3室2厅,低楼层,34,其他,南,2014,90.13,万科城二期B区,福元西路,开福,两梯五户,有,商品房,https://cs.lianjia.com/ershoufang/104108606093.html
满五唯一，户型好楼层好 采光好房东急售 二房改三房,满五唯一，户型好楼层好 采光好房东急售 二房改三房,55,7209,2室2厅,高楼层,18,简装,南,0,76.3,丽都桃源,河西人人乐,岳麓,五梯十户,有,商品房,https://cs.lianjia.com/ershoufang/104108624026.html
德思勤七号线地铁口，品质小区。,小区2016年重新改造 环境好 德思勤800米什么都方便,76,7741,3室2厅,中楼层,5,简装,南,0,98.19,高升家园A区,德思勤,雨花,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108653026.html
南庭城果   急售毛坯小三房   业主诚心出售,"心卖点：
离比亚迪近，交通便利 房屋格局好 ，精装修 拎包入.住",72.8,8625,3室2厅,低楼层,33,精装,南,2013,84.41,南庭城果,跳马,雨花,一梯三户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108623545.html
置换房源，精装拎包入住，采光好,采光充足，交通便利，精装修，保养好，拎包入住,105,11524,3室2厅,中楼层,26,精装,南,2018,91.12,盛世耀凯,河西人人乐,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108614755.html
小区中间楼栋，高层视野开阔，采光好，正南正北,楼层好  保养好 采光充足 视线开阔 配套设施齐全 交通便利,120,13353,3室2厅,高楼层,34,精装,南,2014,89.87,万科城三期,福元西路,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108634798.html
精装4房，南北通透，中间楼层，采光好,精装4房，南北通透，中间楼层，采光好,135.6,11435,4室2厅,低楼层,31,精装,南 北,2014,118.59,潇湘奥林匹克花园,麓谷西,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108599402.html
精装小三房  业主居住很少 可拎包入住,户型比较通透 业主住的也比较少 保养得很好 基本就可以入住,112,12828,3室2厅,低楼层,32,精装,东南,2014,87.31,香樟兰亭,树木岭,雨花,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108654490.html
魅力之城 精装修 视野无遮挡 浏阳河景观,此房满五唯一，精装修、轻奢风格，视野很好，自住保养很好,132,13243,3室2厅,中楼层,34,精装,南,2014,99.68,万科魅力之城,武广新城,雨花,两梯十三户,有,商品房,https://cs.lianjia.com/ershoufang/104108584955.html
西子湖畔 3室2厅 南 北,链家网真房源，更多房源信息请联系经纪人,120,12267,3室2厅,中楼层,11,其他,南 北,2011,97.83,西子湖畔,金星中路,岳麓,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108600143.html
南北通，格局好  诚心出售，成熟配套 有加.建,南北通，格局好 视野采光好 诚心出售，成熟配套 有加.建,60,8111,3室2厅,低楼层,19,简装,南 北,2009,73.98,湘林小区,铁道学院,天心,一梯两户,有,经济适用房,https://cs.lianjia.com/ershoufang/104108632736.html
急售 满五唯一  带砂子塘 4号线地铁 电梯3房,急售 满五唯一  带砂子塘 4号线地铁 电梯3房,168,14112,3室1厅,中楼层,17,精装,南 北,2006,119.05,新锐湘都,雨花亭,雨花,两梯八户,有,商品房,https://cs.lianjia.com/ershoufang/104108622600.html
月亮岛地铁口精装大5房满五唯一诚心出售,业主自己装修，采光好，小区很适合居住，户型好，套内面积大,127.5,11177,5室2厅,中楼层,33,精装,南,0,114.08,勤诚达新界,金星北,望城,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108659207.html
融科三万英尺 大四房精装修看房方便 产权证在手无抵押,融科三万英尺 大四房 精装修 看房方便 产权证在手无抵押,305,15375,4室2厅,低楼层,31,精装,南 北,2006,198.38,融科三万英尺,雨花亭,雨花,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108636549.html
户型周正  居家装修  通风好  拎包入住,视野宽阔  采光充足  配套设施齐全  交通便利,129.8,10742,3室2厅,低楼层,34,精装,东南,2013,120.84,海洋半岛,广电,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108633282.html
满五唯一，南北通透自住精装修，中间楼层,满五唯一，南北通透自住精装修，中间楼层,115,12828,3室2厅,中楼层,30,精装,南 北,2012,89.65,万国城三期,福元西路,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108628245.html
北辰三角洲奥城E4区 居家精装修3+1户型 满五唯一,北辰3+1户型，满五唯一，阳台朝南，视野采光好，随时方便看房,248.8,18276,3室2厅,低楼层,45,精装,南,0,136.14,北辰三角洲奥城E4区,北辰三角洲,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108647067.html
月亮岛绿城物业 自主精装 满五唯一 中间楼层 诚心出售,月亮岛绿城物业 自主精装 满五唯一 中间楼层 诚心出售,128,10519,4室2厅,中楼层,32,其他,南 北,0,121.69,乾源国际广场,金星北,望城,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108606947.html
蓝光COCO蜜城 4室2厅 南,链家网真房源，更多房源信息请联系经纪人,249,18143,4室2厅,高楼层,31,精装,南,2015,137.25,蓝光COCO蜜城,洋湖垸,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108637115.html
双地铁口 园林小区 五代同堂 南北对流,户型好，双地铁口3号线 业主诚心卖,275,11522,8室2厅,高楼层,14,精装,南,2003,238.68,亚华香舍花都,东塘,雨花,一梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108070279.html
北辰精品房源，视野好，业主诚心出售，下楼就是地铁口,北辰精品大户型，视野好，满五唯一，业主诚心出售，下楼就是..,245,17884,4室2厅,中楼层,38,其他,南 北,2013,137,北辰三角洲奥城E3区,北辰三角洲,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104105949747.html
万科金域缇香 4室2厅 南,链家网真房源，更多房源信息请联系经纪人,315,18931,4室2厅,中楼层,22,其他,南,2013,166.4,万科金域缇香,阳光100,岳麓,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108217587.html
市政府西城龙庭 精装四房+三阳台 拎包入住，随时看房,光视野好，两梯四户，朝南户型，装修才三年多，可拎包入住,168,12480,4室2厅,高楼层,28,精装,南,2011,134.62,西城龙庭,河西步步高,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108093037.html
"广电(一楼洋房带200平私人院子)鸟语花香,天然氧吧","房子带200平米私人花园, 花园经过精心设计的.花了不少钱",165,12613,3室2厅,低楼层,11,精装,南,0,130.82,金鹰城圣爵菲斯,中南汽车世界,开福,一梯两户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104106304861.html
湘江边4房复式楼，带30平露台，少有跃式3层户型诚售,带电梯三层跃式楼，户型实用，带露台，厅大单价低，诚售.,188,10837,4室2厅,高楼层,7,精装,南,2005,173.49,航空母舰小区,溁湾镇,岳麓,一梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104107768900.html
"格局相当漂亮， 位置独特，视野开阔,满四唯一",小区24小时保安巡逻，小区绿化好，自带健身休闲体，视野好通..,229,13487,7室3厅,低楼层,2,精装,南,0,169.8,勤诚达新界,金星北,望城,一梯一户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104107955643.html
西站麓谷板块 精装通透三房  成熟小区,此房户型好，交通便利，业主诚心出售，看房提前预约,118,9606,3室2厅,中楼层,17,精装,南,2005,122.85,麓谷e家人,麓谷东,岳麓,一梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104106646302.html
"格局相当漂亮， 位置独特，视野开阔,满四唯一",小区24小时保安巡逻，小区绿化好，自带健身休闲体，视野好通..,229,13487,7室3厅,低楼层,2,精装,南,0,169.8,勤诚达新界,金星北,望城,一梯一户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104107955643.html
市政府旁  步步高商圈 装修好 户型周正 大三房、,市政府板块周正大三房 地铁6号线，采光好，选大三房,149.8,11708,3室2厅,中楼层,28,精装,东南 东北,2008,127.95,金麓国际商务广场,河西步步高,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108395374.html
湖大旁西湖南、南北通透、两个房朝南、厅朝南、中高层,楼层好，采光好、南北通透、低密度、岳麓山景区内的好房子,172,13455,3室2厅,中楼层,11,精装,南 北,2008,127.84,共和世家,岳麓山北,岳麓,一梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104107804148.html
地铁口 尚公馆小区 正规一室一厅 精装修,罐子岭站正地铁口 正规一室一厅 精装修 拎包入住,35.5,9209,1室1厅,高楼层,33,精装,北,2011,38.55,CROSS尚公馆,金星北,望城,两梯五户,有,商品房,https://cs.lianjia.com/ershoufang/104108667773.html
北辰地铁口，精装周正大四房两厅两卫！,此房契税发票满五，小区车库直接通di铁，精装修!,260,17986,4室2厅,中楼层,37,精装,南,0,144.56,北辰三角洲凤凰公元,北辰三角洲,开福,三梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108306055.html
格局好，两梯三户小高层，绿化好，视野开阔,格局好，两梯三户小高层，绿化好，视野开阔,158,12796,3室2厅,高楼层,17,精装,南,2012,123.48,钱隆学府,省政府,天心,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108547409.html
紫御江山人民里 精装修3房 户型周正 拎包入住,南北向格局 精装修 拎包入住，业主诚心卖.,134,11477,3室1厅,低楼层,32,其他,南,2015,116.76,紫御江山人民里,汽车东站,芙蓉,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108161875.html
烟草局单位房，大平层，正地铁口，拎包入住,此房是5房的大平层，60万装修，装修不到一年,249.9,13598,5室2厅,中楼层,18,精装,南 北,0,183.78,嘉华城,汽车南站,雨花,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104107571321.html
后海公馆洋房 小高层 绿化好 层高3.3米 别墅般的感受,此房位置安静 在湖边的位置 视野开阔,280,17506,4室2厅,低楼层,7,精装,南,0,159.95,阳光100国际新城三期,阳光100,岳麓,一梯两户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104107748084.html
地铁口精装公寓 价格美丽随时可以看房,融科物业，视野无遮挡，长沙大道地铁口，枫树山明昇小XUE,34.9,8304,1室0厅,高楼层,33,精装,西,2011,42.03,融科檀香山,武广新城,雨花,六梯二十户,有,商品房,https://cs.lianjia.com/ershoufang/104108660249.html
花园洋房142 平 4房2厅2卫 带装修 车库 地下室 花园,此房满5唯一 楼层好，视野开阔 采光充足 配套齐,210,14769,4室2厅,中楼层,5,精装,南,2013,142.19,欧莱雅郡,汽车南站,雨花,一梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108572186.html
格兰郡小面积顶楼复式，这个价格，整个小区只有这一套,此房位置好，难得的小面积顶楼复式，价格也便宜。,88,10350,4室2厅,高楼层,18,其他,南,0,85.03,五矿格澜郡,暮云,天心,一梯四户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104107451051.html
东塘地铁口友谊商城电梯小高层雅礼枫树山陪读自住精装,电梯小高层，自住精装修，雅礼枫树山陪读，东塘地铁口,122,9057,3室2厅,中楼层,10,精装,南 北,2005,134.71,海华嘉园,东塘,雨花,一梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104107036941.html
万国城全屋地暖精装大三房，带种菜大花园杂物间地下库,此房是业主自住的，户型很好，南北通透，动静分区，带大花园,156,10907,3室2厅,高楼层,18,精装,南 北,2008,143.03,万国城MOMA一期,福元西路,开福,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108016140.html
北辰三角洲奥城D3区 5室2厅 南,链家网真房源，更多房源信息请联系经纪人,361.8,21139,5室2厅,中楼层,39,精装,南,2013,171.16,北辰三角洲奥城D3区,北辰三角洲,开福,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108473186.html
华远华 一线江景  带车位 产权清晰 业主自住装修,此房满五唯一，自住装修，带车位出售，江景视野好，随时看房,550,21371,4室2厅,低楼层,55,精装,南,2014,257.36,华远华中心,五一广场,天心,四梯二十八户,有,商品房,https://cs.lianjia.com/ershoufang/104108316584.html
正规三居室 户型周正 小区环境好 ！！！！,小区环境优美 此房位于小区中间位置 楼层好 户型周正,109.8,8436,3室2厅,中楼层,16,精装,南,0,130.17,金色比华利,月湖,开福,一梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104106889212.html
阳光100国际新城三期 3室2厅 南,链家网真房源，更多房源信息请联系经纪人,145,10507,3室2厅,高楼层,17,其他,南,2009,138.01,阳光100国际新城三期,阳光100,岳麓,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108197956.html
咸嘉新村，自住大三居，已经在装电梯,此房不靠马路，房内没有嘈杂的声音，安静，上学方便，生活配齐全,108,8753,3室2厅,中楼层,7,其他,南,2002,123.39,嘉明苑,河西步步高,岳麓,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104107431365.html
筑梦星园精装四房 户型通透 采光好 所 有 卧室朝南,房子楼层好，采光好，户型周正，精装全套，拎包入住,116,10087,4室2厅,高楼层,33,精装,南,0,115,筑梦星园,万家丽北,长沙县,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108670768.html
户型周正 带露台 精装修拎包入住 看房方便 地铁口,南 北通透，得房率高。精装修，地铁口，看房方便,158,10617,4室2厅,低楼层,18,精装,南,2009,148.82,西岸润泽府,桐梓坡,岳麓,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108224477.html
复式楼有上下两层  户型好  采光好   带杂屋,视野宽阔  采光充足   配套设施齐全  免费停车  交通便利,99.6,6105,4室2厅,高楼层,8,精装,南 北,0,163.15,金帆小区,四方坪,开福,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104107987010.html
品质小区 四房 业主诚心出售 装修好保养好 可拎包入住,满五唯一 近地铁  3500一平精装标准 业主诚心出售 四房,349.9,25649,4室2厅,高楼层,32,精装,南,2014,136.42,和泓梅溪四季,梅溪湖北岸,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108699796.html
急售房子采光好，中间楼层，自住装修，拎包入住,此房户型方正 楼层好 配套齐全 近地铁2号线 交通便,298,23003,4室2厅,高楼层,31,精装,南,2013,129.55,和泓梅溪四季,梅溪湖北岸,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108133211.html
一线湖景金茂大平层 地库无缝对接地铁口,此房屋为通透格局，四房两厅三卫布局，一线临湖,500,26010,4室2厅,低楼层,42,精装,南,2014,192.24,金茂府,梅溪湖北岸,岳麓,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104107743971.html
满五唯一省个税  房东诚心卖 美式装修花了七十万,满五唯一省个税，房东诚心出售的，房子视野真的看花园..,268.1,18564,4室2厅,高楼层,37,精装,南,0,144.42,北辰三角洲凤凰公元,北辰三角洲,开福,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104107500234.html
万科四房 两梯四户 带全套曲美家具 业主才住了一年,得房率高 没怎么住过 中间楼层 品牌开发商 视野好,175,13872,4室2厅,低楼层,34,其他,西南,2014,126.16,万科城二期B区,福元西路,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108473301.html
树木岭融科东南海周正五房南北通透中间楼层绿化好,树木岭融科东南海周正五房南北通透中间楼层绿化好东南海枫树山,210,13818,5室2厅,低楼层,28,简装,南 北,2013,151.98,融科东南海,树木岭,雨花,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108494049.html
周正大两房业主诚心出售，业主自住从未出租，可按揭,房子是正朝南的户型方正，采光充足，带家具家电，看房方便,102,12797,2室2厅,中楼层,32,精装,南,2007,79.71,君悦香邸,北辰三角洲,开福,两梯六户,有,商品房,https://cs.lianjia.com/ershoufang/104108626079.html
中南汽车世界 3室2厅 南,链家网真房源，更多房源信息请联系经纪人,49,4304,3室2厅,低楼层,6,简装,南,2004,113.86,中南汽车世界,中南汽车世界,长沙县,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108674562.html
芙蓉区辉煌二期精装两房，楼层采光好，看房方便,芙蓉区17年次新小区居家两房，精装修，楼层好，业主诚心,97,11251,2室1厅,中楼层,32,精装,南,0,86.22,辉煌国际城二期,汽车东站,芙蓉,一梯四户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108661036.html
马王堆先锋东外滩临河观景房，业主自住精装修，诚心售,房子装修保持很不错，95成新的家具家电，河景拎包入住,88,9761,2室2厅,中楼层,34,精装,南 东,2011,90.16,先锋东外滩,马王堆,芙蓉,六梯三十户,有,商品房,https://cs.lianjia.com/ershoufang/104108673784.html
荣盛花语馨苑精装两房业主诚心出售,格局好，视野好，采光足，自住装修，业主诚心出售,69,10218,2室1厅,高楼层,33,精装,南,2014,67.53,荣盛花语馨苑,麓谷西,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108680158.html
房为中间楼层，视野采光好，看房方便,此房满五，低楼层，视野宽阔采光效果良好配套设施齐全,91.8,7204,3室2厅,中楼层,16,精装,南 北,2009,127.44,中建桂苑银桂苑,韶山南路,雨花,两梯十户,有,商品房,https://cs.lianjia.com/ershoufang/104108682984.html
6号线正地铁口，户型周振公摊小 天然气入户，70年产权,6号线正地铁口，户型周振公摊小 天然气入户，70年产权,66,12248,2室1厅,高楼层,30,精装,南,2016,53.89,麓谷星辰,东方红,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108658316.html
急售！急售！急售！满五唯一，拎包入住，精装保养佳。,满五唯一，拎包入住，户型周正，户型朝南，视野开阔。,86.5,10897,2室2厅,高楼层,33,精装,南,2014,79.38,荣盛花语馨苑,麓谷西,岳麓,两梯五户,有,商品房,https://cs.lianjia.com/ershoufang/104108675175.html
华雅林语苑稀有两房，朝南户型，次新小区，清新装修,此房10月15日满五唯一、精致小两房。装修清新。,66,12876,2室1厅,中楼层,16,精装,南,2013,51.26,华雅林语苑,武广新城,雨花,一梯三户,无,商品房,https://cs.lianjia.com/ershoufang/104108704248.html
省政府地铁口 满五唯一 青园南校 自住精装 看房方便,此房满五唯一，产证在手。省政府正地铁口，青园南校。,85,9837,2室2厅,高楼层,16,精装,南,0,86.41,天城尚品,德思勤,天心,两梯六户,有,商品房,https://cs.lianjia.com/ershoufang/104108674157.html
光明E城 3室2厅 南,链家网真房源，更多房源信息请联系经纪人,135,14265,3室2厅,高楼层,31,其他,南,2014,94.64,光明E城,观沙岭,岳麓,一梯四户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108705992.html
有阳光房 双地铁 沙湾公园 保利天虹 高铁南站 自住,此房半山壹号的两房，出门双地铁，保利天虹，南北双阳台,122,13695,2室2厅,低楼层,34,精装,南,2017,89.09,半山壹号,武广新城,雨花,两梯八户,有,商品房,https://cs.lianjia.com/ershoufang/104108687342.html
