标题,卖点,总价,单价,户型,楼层,共有楼层数,装修,朝向,建造时间,面积,小区,区域,所属区,梯户比例,是否有电梯,房屋属性,详情页
中曦大厦 电梯三房两厅 东南西朝向,此房满五年，东南西朝向，带主套，厅出阳台,760,73551,3室1厅,中楼层,32,精装,东南 西,2001,103.33,中曦大厦,北京路,越秀,三梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403365739.html
南北对流，采光通风，税费少，刚需就是他,框架结构可以公积金，产权清晰， 过五年免增值税,164,16165,3室1厅,高楼层,7,简装,南 北,2003,101.46,丹桂园,市桥,番禺,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403366470.html
业主诚心放卖，单边位无遮挡东南向，电梯望江三房....,黄埔花园，单边位，东南向望江，安静的小三房，采光好...,,,3室1厅,低楼层,24,简装,东南,2012,90.81,黄埔花园,黄埔区府,黄埔,三梯七户,有,商品房,https://gz.lianjia.com/ershoufang/108403376408.html
金碧新城 小区中间望花园 楼层好 安静舒适 景观佳,小区中间 电梯两房 户型格局好 楼层佳 采光充足 通风好,185,29389,2室1厅,中楼层,32,精装,东北,2006,62.95,金碧新城,石井,白云,三梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403356251.html
路劲天隽峰 电梯中层  没住过人 东南向 视野无遮挡,全天有光线，交通便利，教育氛围好，小区管理好，南北对流,258,26623,3室2厅,中楼层,32,精装,东南 南,2019,96.91,路劲天隽峰,旧区,花都,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403338932.html
岭南新世界 映悦园 实用两房 高层 2013年楼龄,此房格局好，通风采光好，高楼层，视野开阔,345,45371,2室2厅,高楼层,9,精装,南,2012,76.04,岭南新世界映悦园,永泰,白云,一梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403355246.html
满五唯一差额征税免重税，精装大四房南向大阳台朝花园,天誉精装大四房，朝花园，南向大阳台，南北通风好，格局方正,460,24092,4室2厅,低楼层,55,精装,南,2013,190.94,亚运城天誉,亚运城,番禺,四梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108402243027.html
满五 户型方正 望江 望花园 对流 光大三期榕岸 少有,满五年 户型方正 望江 对流 楼龄新,1170,79280,4室2厅,高楼层,33,精装,东南 西北,2006,147.58,光大花园榕岸,工业大道北,海珠,两梯五户,有,商品房,https://gz.lianjia.com/ershoufang/108403179807.html
全南向大三房  户型方正  实用  品质好,全南向大三房    实用  品质好  管理好  国企开发商 近地铁口,800,65110,3室1厅,中楼层,42,精装,南,0,122.87,珠江金茂府,广钢新城,荔湾,三梯五户,有,商品房,https://gz.lianjia.com/ershoufang/108403049981.html
宝岗大道 3室1厅 东南,链家网真房源，更多房源信息请联系经纪人,278,39641,3室1厅,高楼层,9,精装,东南,0,70.13,宝岗大道,宝岗,海珠,七梯一户,有,商品房,https://gz.lianjia.com/ershoufang/108403114745.html
鹭江地铁150米 附大平台 实用率高 k改四房 准电梯,鹭江地铁口，东西对流大三房，户型方正，实用率高，准电梯房,355,33523,3室2厅,低楼层,8,简装,东 西,0,105.9,新滘镇政府宿舍,新港西,海珠,一梯三户,无,房改房,https://gz.lianjia.com/ershoufang/108402847359.html
近执信，大四房，接近参考Jia的诚意出房,此房精装修钻石型主卧四房，保养很好。南北通透采光通风好。,675,33750,4室2厅,低楼层,9,精装,南 北,0,200,广州星河湾悦心园,星河湾,番禺,一梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108402692489.html
珠光新城御景二期 一线江景南向4房  视野开阔,楼龄新 全新未住 一线江景南向4房  视野开阔  户型方正实用,2311,149813,4室2厅,中楼层,23,精装,南 北,2017,154.26,珠光新城御景二期,珠江新城东,天河,两梯二十六户,有,商品房,https://gz.lianjia.com/ershoufang/108403091491.html
紫龙府 高层东南向 通风采光好 满五年唯一 格局方正,此房源过五年唯一，户型方正实用，还加平台花园，安静舒适、,,,4室1厅,中楼层,30,精装,东 东南,2013,183.94,珠江帝景苑合生紫龙府,滨江东,海珠,三梯七户,有,商品房,https://gz.lianjia.com/ershoufang/108403095247.html
逸泉山庄居住环境舒适，交通出现方便，依山傍水 .,北看流溪河，格局方正，楼层好，视野开阔，采光好。,276,14735,4室2厅,低楼层,3,毛坯,南,0,187.32,逸泉山庄,赤草,从化,一梯一户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108402277931.html
新塘高档小区 俩梯三户，满五唯一 值得拥有,此房满五唯一，户型方正，视野开阔，楼层好，采光充足,258,20917,3室2厅,高楼层,20,毛坯,南 北,2011,123.35,豪进山湖珺璟,白江,增城,两梯三户,有,商品房,https://gz.lianjia.com/ershoufang/108403049335.html
骏景花园复式 满五年 装修保养好 看房方便,骏景花园复式 满五年 装修保养好 看房方便,,,7室3厅,高楼层,12,简装,南 北,2000,306.9,骏景花园,棠下,天河,一梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403202613.html
区府板块 电梯南北向 有钥匙 拎包入住,此房屋南北透格局 装修新 视野宽阔 采光充足,245,18305,3室2厅,高楼层,7,精装,南,0,133.85,金菊花,旧区,花都,一梯两户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403280446.html
路劲二期东南向三房带主套，看花园,此房满五年，全新毛坯，自由改造，东南向三房看花园,188,16069,3室2厅,中楼层,11,毛坯,东南,0,117,路劲隽悦豪庭二期三期,花城街,花都,一梯三户,有,商品房,https://gz.lianjia.com/ershoufang/108403185297.html
东北向望江望塔 景观漂亮 户型方正,视野开阔 采光通充足 配套设施完善 交通便利 东向望广州塔,505,49149,3室2厅,高楼层,32,简装,东北,2004,102.75,海天花苑,滨江东,海珠,三梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108402882605.html
望南湖一线湖景 中间楼层 有钥匙随时看房,中间楼层，视野开阔，正望南湖，有钥匙看房方便 业主诚意出*,935,38775,5室2厅,中楼层,17,毛坯,南 北,2007,241.14,山水庭苑,南湖,白云,两梯三户,有,商品房,https://gz.lianjia.com/ershoufang/108402428332.html
林和东路嘉尚国际公寓中楼层三房两卫户型好采光无遮挡,楼龄新，南向格局好，中楼层精装修，视野宽阔，采光充足,,,3室1厅,中楼层,24,精装,南 西南,2012,106.55,嘉尚国际公寓,林和,天河,两梯四户,有,房改房,https://gz.lianjia.com/ershoufang/108403008516.html
汇东国际花园三房毛坯笋盘，满5年可过户,有钥匙，看房方便，三房大户型，*大入户花园,219,18091,3室2厅,低楼层,28,毛坯,东南,2010,121.06,汇东国际花园,白江,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108402377909.html
：南北格局好，视野宽阔，交通便利,"：
南北格局好，视野宽阔，交通便利",255,17411,6室2厅,低楼层,3,简装,南,0,146.46,东方夏湾拿,太平镇,从化,一梯一户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403134238.html
海博苑  独栋别墅 依山傍水 大夫山公园 山清水秀,证过5年不是唯一物业，依山傍水 大夫山公园,839,35907,6室2厅,低楼层,3,毛坯,南,0,233.66,海博苑,市桥,番禺,一梯一户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403151337.html
海博苑  独栋别墅 依山傍水 大夫山公园 山清水秀,证过5年不是唯一物业，依山傍水 大夫山公园,839,35907,6室2厅,低楼层,3,毛坯,南,0,233.66,海博苑,市桥,番禺,一梯一户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403151337.html
过五年唯一 东南单边位  产权清晰 近地铁,业主卖心强，过五年唯一，东南单边位 税费低。,,,5室2厅,高楼层,18,精装,南,2015,190.46,科城山庄锦泽园,科学城,黄埔,两梯三户,有,商品房,https://gz.lianjia.com/ershoufang/108402779280.html
天河公园，隽园大三房，安静望花园 业主诚* 看房方便,房子是满五唯一的，高楼层，采光视野好，通风采光好。,1175,109999,3室2厅,中楼层,32,精装,西北,2007,106.82,隽园,天河公园,天河,四梯七户,有,商品房,https://gz.lianjia.com/ershoufang/108402295035.html
新 洛溪新城江边别墅区，经济划算，各付各税无按揭,性J比高，此别墅为双连体，位置安静，毛坯状态可自己设计扩充,864,34881,5室3厅,低楼层,1,毛坯,东南,1995,247.7,裕景花园西区,洛溪,番禺,一梯一户,无,商品房,https://gz.lianjia.com/ershoufang/108403036897.html
满五唯一，电梯四房，看房方便！,南北对流，采光好，楼上阁楼还有厕所。星空房，视野很好！,183,16188,4室3厅,高楼层,7,精装,南,0,113.05,新康花园,白江,增城,一梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108402465730.html
：南北格局好，视野宽阔，交通便利,"：
南北格局好，视野宽阔，交通便利",255,17411,6室2厅,低楼层,3,简装,南,0,146.46,东方夏湾拿,太平镇,从化,一梯一户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403134238.html
东方新世界二期 中高层 东南向 三房两卫,房子是过五年的，二期楼龄新，东南向三房两卫，阳台大,,,3室2厅,中楼层,24,精装,东南,2009,123.5,东方新世界,天河公园,天河,三梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403306280.html
新凤凰后街1-5号大院3-2-1-1,此房满二 有增值税 看好房可另行协商,268,37223,3室2厅,低楼层,9,精装,南,1992,72,新凤凰后街1-5号大院,滨江东,海珠,一梯六户,无,商品房,https://gz.lianjia.com/ershoufang/108403237944.html
过5年不唯一，东南向电梯3房，格局方正，方便看房,过5年不唯一，东南向电梯3房，格局方正，方便看房,550,46718,3室2厅,中楼层,28,其他,南,2000,117.73,海印南苑,东晓路,海珠,三梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403036706.html
富景花园 南向三房  满五唯一 厅出阳台,此房房源满五年唯一物业 ，三房南向 厅出阳台 业主诚意卖。,425,48406,3室2厅,低楼层,32,简装,南,2003,87.8,富景花园,新港西,海珠,三梯十二户,有,商品房,https://gz.lianjia.com/ershoufang/108403211004.html
光大花园五期，望花园美景视野开阔，满五年,证过五年，海珠区少有的低密度高绿化小区,1480,83616,5室2厅,低楼层,32,精装,南,2010,177,光大花园中海锦榕湾,工业大道北,海珠,三梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108402418534.html
260度阳台，环境优美，精装修直接拎包入住,满二环境优美，精装修直接拎包入住,830,15508,6室2厅,低楼层,23,精装,南,0,535.23,石楼碧桂园,石楼,番禺,三梯三户,有,商品房,https://gz.lianjia.com/ershoufang/108401464073.html
东方新世界熹园，安静看花园两梯两户南北对流无遮挡,正南向大阳台 满五唯一，户型方正，无按揭，小区安静,,,3室2厅,低楼层,32,精装,南,2011,163.87,东方新世界熹园,天河公园,天河,两梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108402509716.html
紫龙大街方正原装电梯三房，江南西地铁，东南向视野好,紫龙大街方正原装电梯三房，江南西地铁，东南向视野好,385,45671,3室1厅,中楼层,18,精装,东南 北,0,84.3,江南西路,江南西,海珠,两梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108402463257.html
双层叠墅靠边位，南北对流望湖景。精装好，南北对流,双层叠墅靠边位，南北对流望湖景。精装好，南北对流,270,15027,4室2厅,低楼层,3,精装,南 北,0,179.68,金地荔湖城,永和,增城,一梯两户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403115039.html
轻工学院 电梯高层三房 南向安静实用视野开阔,电梯高层 南向3房 双阳台 安静望园林 一梯两户,488,47504,3室2厅,高楼层,9,简装,东南,1994,102.73,广东轻工学院宿舍,新港西,海珠,一梯两户,有,房改房,https://gz.lianjia.com/ershoufang/108402879748.html
天河公园 高层南向望江 交通方便 生活便利,满五 ，无抵押，高层视野好，采光通透，交通便利，近天河公园,1200,74309,5室2厅,高楼层,25,精装,南,2004,161.49,东璟花园,员村,天河,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403190186.html
南岗地铁站复式实用四房，配套齐全，静谧舒适，楼距宽,享两大商圈北向复式四房，采光通透，户型方正，静谧舒适。,400,39013,4室2厅,中楼层,37,精装,北,2019,102.53,佳兆业城市广场,沙村,黄埔,两梯七户,有,商品房,https://gz.lianjia.com/ershoufang/108403148044.html
万科尚城实用三房 楼年新 配套齐全 望花园,电梯中高层，望花园，三阳台，复式三房，实用率高，可以交易,265,41550,3室1厅,低楼层,34,精装,东北,0,63.78,万科尚城,夏园,黄埔,两梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403243976.html
星河湾星座 中高层 南北对流  看房方便,此房中间楼层，保养很好，前后楼距开阔，业主诚心放卖,,,4室2厅,高楼层,16,精装,南 北,2005,223.06,广州星河湾星座,星河湾,番禺,两梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108402781262.html
改善、品质兼顾，芳满南向大四房。,芳满大四房 通风对流 看华景里 业主诚心卖,,,4室2厅,低楼层,36,简装,南,2005,128,华景新城芳满庭园,华景新城,天河,三梯十户,有,商品房,https://gz.lianjia.com/ershoufang/108403167512.html
东华西中层三面单边 3阳台双主套,框架结中层，3面单边，采光好，有位置加装电梯，,448,40259,4室1厅,中楼层,9,精装,东南,0,111.28,东华西路,东川路,越秀,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108402239332.html
近地铁 三房明窗 双阳台 套内实用率90%,实用高 中楼层 楼道好走 且近市二宫地铁,182,26146,3室1厅,中楼层,7,简装,东 东南 东北,0,69.61,前进路(海珠),前进路,海珠,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108402600104.html
瀚林水岸3房2卫加书房  产权过五  无抵押无按揭,此房满五，通透格局，视野宽阔，采光充足，装修保养好。,778,60465,3室2厅,低楼层,28,精装,西南,2006,128.67,瀚林水岸,滨江东,海珠,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108402879076.html
天马河国际公馆  格局方正   通风采光好,小区坏境优美管理严格，交通便利，停车方便购物方便,300,11620,6室2厅,低楼层,33,毛坯,南 北,2016,258.18,天马河国际公馆,旧区,花都,一梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403149735.html
满五 满五 江南西 中高档小区 两房带入户花园,此房满五 采光通透 户型合理 地处江南西 越秀物业,600,68761,3室1厅,高楼层,29,精装,西,2010,87.26,可逸家园,江南西,海珠,两梯五户,有,商品房,https://gz.lianjia.com/ershoufang/108402327256.html
金地香山湖 南北对流大四房 采光好 视野开阔望山景,房子户型方正实用，南北对流四房，小区环境优美，居住舒适,159,11531,4室2厅,低楼层,33,毛坯,南,2019,137.89,金地香山湖,永和,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108402606618.html
近地铁，安静不吵，大面积居住宽趟明亮，看河景无遮挡,近地铁，安静不吵，大面积居住宽趟明亮，看河景无遮挡,287,15481,4室2厅,高楼层,19,精装,东南,2009,185.4,天马河壹号一期,秀全街,花都,两梯三户,有,商品房,https://gz.lianjia.com/ershoufang/108403257621.html
凤荔苑楼龄新 双阳台 南北对流 高楼层 带两车位 笋！,房源业主保养新颖，高楼层景观优美 视野开阔,218,17734,3室2厅,高楼层,29,精装,南 北,2018,122.93,碧桂园凤凰城凤荔苑,凤凰城,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403067255.html
此房南北通透向后看花园满5年精装修 全新 四房大户型,此房南北通透向后看花园满5年精装修 全新 四房大户型,333,18850,4室2厅,中楼层,10,精装,南 北,2011,176.66,新都盛世名门,白江,增城,一梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108402984790.html
宝岗球场旁 1楼框架 宝玉直 过5年 三房全明屋 光线好,醒级宝玉直 证是框架结构 马赛克外墙 四面单边位 四面采光,173,29140,3室2厅,低楼层,4,精装,东南,0,59.37,宝岗大道,宝岗,海珠,一梯一户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108402324669.html
楼龄新，配套成熟，交通便利，旺中带静。,楼龄新，处于江南西商圈配套成熟，交通便利，旺中带静。,660,50653,3室2厅,高楼层,30,简装,西南,2009,130.3,江南花园,宝岗,海珠,两梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108402965370.html
近地铁 三房明窗 双阳台 套内实用率90%,实用高 中楼层 楼道好走 且近市二宫地铁,182,26146,3室1厅,中楼层,7,简装,东 东南 东北,0,69.61,前进路(海珠),前进路,海珠,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108402600104.html
瀚林水岸3房2卫加书房  产权过五  无抵押无按揭,此房满五，通透格局，视野宽阔，采光充足，装修保养好。,778,60465,3室2厅,低楼层,28,精装,西南,2006,128.67,瀚林水岸,滨江东,海珠,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108402879076.html
星河湾星座 中高层 南北对流  看房方便,此房中间楼层，保养很好，前后楼距开阔，业主诚心放卖,,,4室2厅,高楼层,16,精装,南 北,2005,223.06,广州星河湾星座,星河湾,番禺,两梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108402781262.html
万科尚城实用三房 楼年新 配套齐全 望花园,电梯中高层，望花园，三阳台，复式三房，实用率高，可以交易,265,41550,3室1厅,低楼层,34,精装,东北,0,63.78,万科尚城,夏园,黄埔,两梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403243976.html
改善、品质兼顾，芳满南向大四房。,芳满大四房 通风对流 看华景里 业主诚心卖,,,4室2厅,低楼层,36,简装,南,2005,128,华景新城芳满庭园,华景新城,天河,三梯十户,有,商品房,https://gz.lianjia.com/ershoufang/108403167512.html
电梯南向三房 小区管理 安静不吵 格局方正,电梯南向三房 大院管理 安静不吵 格局方正,468,37516,3室1厅,中楼层,17,简装,东,1996,124.75,金乐大厦,中大,海珠,两梯四户,有,房改房,https://gz.lianjia.com/ershoufang/108403221585.html
海联路单位小区 电梯在用 高层非顶楼 南北对流,此房满五年，格局方正南北对流，有地铁，近江边，随时看房,415,45933,3室1厅,高楼层,9,简装,南,0,90.35,丽景国旅,东晓路,海珠,一梯两户,有,房改房,https://gz.lianjia.com/ershoufang/108403207300.html
海德公馆优质四房三卫望广钢公园,1、优质楼层。 2、小区中间栋看广钢公园。 3、220米楼间,1150,67260,4室2厅,低楼层,26,精装,南,0,170.98,保利葛洲坝海德公馆,广钢新城,荔湾,两梯三户,有,商品房,https://gz.lianjia.com/ershoufang/108403324809.html
嘉仕花园东区 三房带主套 业主诚心卖 户型实用方正,嘉仕花园东区 三房带主套 厨房客厅宽敞 户型实用方正,589,55290,3室2厅,低楼层,16,简装,西,2000,106.53,嘉仕花园东区,滨江东,海珠,两梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403173317.html
顺景雅苑 南向大三房 厅出阳台望园林 装修保养好,个房子厅大房大，交通便利，经典户型,599,53468,3室2厅,低楼层,13,精装,南,2000,112.03,顺景雅苑,新港西,海珠,一梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108402868616.html
顺华名庭 过五年唯一   望广州塔望中山大学景观,中大地铁口，电梯房，配套设施齐全，交通便利,405,36819,3室2厅,中楼层,20,简装,北,2001,110,顺华名庭,新港西,海珠,两梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403112916.html
流花君庭 南向望流花湖全景 传世之宅 采光好视野宽,一线湖景.环境优美，产权清晰，视野宽阔，满五唯一.东南单边,2480,61323,6室3厅,高楼层,26,精装,东南 南,2010,404.42,流花君庭,流花站前,荔湾,一梯一户,有,商品房,https://gz.lianjia.com/ershoufang/108401975937.html
只mai一个月 笋盘想到先得 南北对流 装修保养好,刚需实用三房户型，南北对流少有放卖，装修保养好。,,,3室2厅,中楼层,20,精装,东南 南 北,2007,100.89,珠江帝景苑,滨江东,海珠,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403122983.html
帝景三期赏湖轩 安静三居室 南望绿林,珠江帝景三期赏湖轩 安静三居室 南望绿林  户型实用,,,3室2厅,低楼层,13,简装,南,2005,125.57,珠江帝景苑,滨江东,海珠,一梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403258077.html
豪逸名苑 户型通透 看花园  格局方正 位置安静 采光好,看花园  位置安静  格局方正  交通便利  采光不错,178,12013,4室2厅,中楼层,18,毛坯,东北,0,148.18,豪逸名苑,旧区,花都,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108400475632.html
江南大道中 新装修3房 近地铁 上车神盘,满五年唯一  配套成熟  近地铁  业主诚心出手,245,30990,3室1厅,中楼层,9,精装,西南 西,0,79.06,江南大道中,江南大道中,海珠,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108402892167.html
精装修，轻轨口，金地自己的物业，中高层，安静。,精装修，轻轨口，金地自己的物业，中高层，安静。,54,11643,1室1厅,高楼层,33,精装,西南,0,46.38,金地荔湖城水立坊,永和,增城,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403325886.html
格局好，楼层好，视野宽阔，采光充足，,格局好，楼层好，视野宽阔，采光充足，,182,19274,3室2厅,中楼层,32,毛坯,北,2015,94.43,敏捷锦绣天伦,新塘北,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403353990.html
此房满五唯一，实用面积宽阔，视野开阔，采光好,此房满五唯一，实用面积宽阔，视野开阔，采光好,86,8685,3室2厅,高楼层,8,简装,南,2005,99.03,河东北路,江浦街,从化,一梯一户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403332168.html
刚需3房，采光充足，配套成熟，地铁口,刚需3房，采光充足，配套成熟. 格局好,67,8006,3室2厅,高楼层,7,简装,南,0,83.69,培英楼,旧区,花都,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403349854.html
看房方便，过五年唯一，税少，毛坯，户型方正,此房满五唯一，业主诚心放卖，户型方正，采光通风好,98,12549,2室1厅,低楼层,19,毛坯,东,2008,78.1,嘉骏豪苑,新塘南,增城,三梯十一户,有,商品房,https://gz.lianjia.com/ershoufang/108403360128.html
广州机务段精装大两房，厅出阳台，楼层低,精致两房，南北格局，视野宽阔，采光通足,140,25226,2室1厅,低楼层,7,简装,南,0,55.5,广州机务段,三元里,越秀,一梯一户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403373677.html
南向房子  采光好  户型正   环境优美  刚需可选,南北对流户型  采光足  户型方正   适合一家人居住  环境优美,105,12146,3室1厅,低楼层,26,精装,南 北,2018,86.45,恒大山水郡,中新镇,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403338808.html
邦华星际二期，高楼层，视野好，户型方正，复式两层,邦华星际二期 高楼层 户型好，交通便利 环境好 精装修 保养好,121,19376,3室2厅,高楼层,20,精装,东,0,62.45,邦华星际广场二期,龙溪,荔湾,三梯十二户,有,商品房,https://gz.lianjia.com/ershoufang/108403338542.html
雅图居 1室1厅 东,链家网真房源，更多房源信息请联系经纪人,108,24297,1室1厅,中楼层,9,简装,东,1999,44.45,雅图居,机场路,白云,一梯五户,无,商品房,https://gz.lianjia.com/ershoufang/108403381995.html
荔尚国际 2室1厅 北,链家网真房源，更多房源信息请联系经纪人,360,48498,2室1厅,中楼层,17,简装,北,2008,74.23,荔尚国际,西关,荔湾,两梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403396447.html
厅出阳台，南向单边位，经典双阳台，安静望花园。,厅出阳台，南向单边位，经典双阳台，安静望花园。,508,57079,3室2厅,中楼层,11,简装,南,2000,89,保利花园(海珠),工业大道中,海珠,一梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403380302.html
江南花苑 2室1厅 南,链家网真房源，更多房源信息请联系经纪人,63,12702,2室1厅,中楼层,7,简装,南,1998,49.6,江南花苑,市桥,番禺,一梯三户,无,商品房,https://gz.lianjia.com/ershoufang/108403386293.html
杨巷路 3室1厅 北,链家网真房源，更多房源信息请联系经纪人,144,27038,3室1厅,中楼层,7,其他,北,1999,53.26,杨巷路,人民路,荔湾,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108403382285.html
电梯南向两房 满五 采光好 户型方正 适合刚需,电梯南向两房 满五 采光好 户型方正 适合刚需,150,31348,2室1厅,低楼层,9,精装,西南,1997,47.85,金德苑,同德围,白云,一梯十六户,有,商品房,https://gz.lianjia.com/ershoufang/108403382411.html
江南花苑 2室1厅 南,链家网真房源，更多房源信息请联系经纪人,63,12702,2室1厅,中楼层,7,简装,南,1998,49.6,江南花苑,市桥,番禺,一梯三户,无,商品房,https://gz.lianjia.com/ershoufang/108403386293.html
昌岗中路 低层 精装修三房  采光好,昌岗中路 低层 精装修三房  采光好 户型方正,192,37102,3室1厅,中楼层,5,精装,东,0,51.75,昌岗中路,昌岗,海珠,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403392158.html
广地花园3房2厅2卫，南北对流带露台，业主急出手,广地花园方正3房2厅2卫，过五年 南北对流带露台，业主急 急,,,3室2厅,低楼层,6,精装,南 北,2006,102.4,广地花园,星河湾,番禺,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403390624.html
荔湾区，流花湖畔，电梯高层，视野开阔，户型实用！,此房满二年，加装电梯，户型方正实用，小三房，视野开阔，通风好,166,39468,3室1厅,高楼层,8,精装,南,0,42.06,站前路(荔湾),流花站前,荔湾,一梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403392194.html
电梯房 低楼层 采光通风好 格局方正 适合刚需,电梯房 低楼层 采光通风好 格局方正 适合刚需,120,28791,2室1厅,低楼层,9,精装,东南,2003,41.68,嘉德苑,同德围,白云,一梯七户,有,商品房,https://gz.lianjia.com/ershoufang/108403382352.html
南向户型满五唯一 全新没入住 业主定期打理 保养很好,满五唯一 全新没入住过 业主定期有打理 保养很好,256,27474,3室2厅,中楼层,27,精装,南 西南,2016,93.18,碧桂园天玺湾,进港大道,南沙,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403388334.html
比邻雕塑公园，低层精致温馨两房，即买即入住！,此房为一手业主，已购分摊，无抵押，即买即办手续。,120,29035,2室1厅,低楼层,7,精装,南 北,1995,41.33,飞鹅新村,桂花岗,白云,一梯三户,有,房改房,https://gz.lianjia.com/ershoufang/108403382415.html
这一套房满五税少.全新没入住过.业主是朋友.可看房,此房已经证过5年，税费少.ye房屋采光比较好，通透、小区环境..,230,22420,3室2厅,低楼层,27,精装,北,2016,102.59,碧桂园天玺湾,进港大道,南沙,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403390207.html
雅居乐锦城花冠集 3室2厅 东南 南,链家网真房源，更多房源信息请联系经纪人,157,16607,3室2厅,高楼层,32,精装,东南 南,2008,94.54,雅居乐锦城花冠集,秀全街,花都,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403381689.html
雅居乐锦城五期 南向三房 中间楼层,锦城五期刚需三房户型，南向安静不吵，视野开阔无遮挡,165,17278,3室2厅,中楼层,32,精装,东北,2008,95.5,雅居乐锦城花冠集,秀全街,花都,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403386937.html
五羊E区 南向二房 间隔方正 通风采光好,南向 格局方正 近江边 安静 楼层舒适 通风 生活便利,380,62398,2室1厅,中楼层,9,其他,南,1986,60.9,五羊小区,五羊新城,越秀,一梯六户,无,商品房,https://gz.lianjia.com/ershoufang/108403396835.html
此房东向，楼层高采光好，配套完善，近地铁交通便利,此房东向，楼层采光好，配套完善，近地铁交通便利,65,19444,1室1厅,高楼层,31,精装,东,2016,33.43,保利大都汇,汉溪长隆,番禺,三梯十六户,有,商品房,https://gz.lianjia.com/ershoufang/108403404698.html
急卖！精装 刚需南向两房 各付各税  看房方便,刚需 南向两房  精装修 采光通风好 各付各税 看房方便,160,35755,2室1厅,中楼层,9,精装,南,1997,44.75,敦和路225-243号宿舍（单号）,赤岗,海珠,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403407505.html
碧桂园，空气清新 刚需养老必选，格局方正,家有老人，出入方便，门前大花园，饭后散步居住舒适配套齐,70,8642,2室2厅,中楼层,16,毛坯,北,0,81,君源御湖城,江浦街,从化,一梯三户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403379748.html
