标题,地区,户型,面积,朝向,装修,楼层,建立时间,房子类型,总价,单价,关注人数,发布时间,标签,详情页
可逸豪苑 南向三房带主套 厅出阳台 看房方便,可逸豪苑 -宝岗,3室2厅 ,98.58, 南 , 精装 , 高楼层(共32层) , 2010年建 , 塔楼,610万,"61,879",31, 27天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403332375.html
东向小2房，户型方正，阳光充足,城市家园二期 -新塘北,2室1厅 ,61.17, 东 , 简装 , 低楼层(共28层) , 2007年建 , 塔楼,102.8万,"16,806",5, 26天以前发布,VR房源-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403334149.html
5号线文冲站，小区安静，交通便利，使用率高,省机施大院 -文冲,2室1厅 ,57, 南 北 , 精装 , 低楼层(共5层) , 1997年建 , 板楼,150万,"26,316",32, 21天以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403348737.html
低门槛2房，电梯平层，精装修拎包入住,广园云苑新村 -景泰,2室1厅 ,32.4, 东 , 精装 , 高楼层(共9层) , 1993年建 , 塔楼,113万,"34,877",30, 17天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403359761.html
地铁口三房，满五唯一，入户阳台对流，大面积主卧,新都盛世名门 -白江,3室2厅 ,102.3, 北 , 精装 , 中楼层(共30层) , 2012年建 , 塔楼,229万,"22,386",4, 26天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403334050.html
高楼层南向4房，户型方正，光线视野好,骏景花园 -棠下,4室2厅 ,109.84, 南 , 精装 , 中楼层(共12层) , 2000年建 , 塔楼,570万,"51,878",25, 29天以前发布,近地铁-VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403325735.html
诚心卖，户型方正，南北对流，采光好,金地香山湖 -永和,3室2厅 ,115.52, 南 , 毛坯 , 低楼层(共32层) , 2017年建 , 塔楼,133万,"11,514",8, 21天以前发布,VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403349233.html
东涌路精装修三房  低楼层采光好 生活配套齐全,东涌路 -市桥,3室1厅 ,60.5, 东 , 精装 , 低楼层(共7层)  , 塔楼,暂无数据,123万,"20,331",14, 23天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403343100.html
店长推荐：电梯小三房，精装修拎包入住，业主诚心卖,东方白云花园 -市桥北,3室2厅 ,81.56, 北 , 精装 , 中楼层(共6层) , 2002年建 , 板楼,210万,"25,748",15, 25天以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403338960.html
楼龄新，中间层，保养好，采光好，户型实用,东凌广场 -凤凰城,3室2厅 ,103.71, 北 , 精装 , 中楼层(共26层) , 2014年建 , 塔楼,178万,"17,164",10, 28天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403328767.html
此房已满五年，免增值税，业主自住，装修新，保养好,自在城市花园三期诺德名都 -汉溪长隆,3室1厅 ,101.34, 东北 , 精装 , 30层 , 2013年建 , 塔楼,282万,"27,818",12, 28天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403328003.html
东园新村 3房1厅带主套 南北向 新装修  大院管理,东园新村 -东山口,3室1厅 ,65.36, 南 北 , 精装 , 中楼层(共7层) , 1980年建 , 板楼,480万,"73,440",8, 22天以前发布,VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403345418.html
满五唯一 格局方正 实用面积大 南北对流 带精装修,农工商宿舍 -同和,3室1厅 ,66.38, 南 , 精装 , 高楼层(共7层)  , 板楼,暂无数据,186万,"28,021",30, 20天以前发布,近地铁-VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403351969.html
海晴居南向大四房，证过五年 一楼有大花园 靓装,祈福新村海晴居 -祈福新村,4室2厅 ,119.81, 南 , 精装 , 低楼层(共6层) , 2003年建 , 板楼,470万,"39,229",19, 28天以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403330260.html
时代花园好房！南北向3房 高层采光足！视野好！,时代花园 -机场路,3室1厅 ,95.28, 东北 东南 , 简装 , 中楼层(共15层) , 2001年建 , 塔楼,356万,"37,364",8, 29天以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403325964.html
总额低，急除名，满五无抵押，低楼层，采光通风好。,珠殿苑 -市桥,3室1厅 ,78.7, 东南 , 精装 , 低楼层(共7层) , 1996年建 , 塔楼,150万,"19,060",11, 29天以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403326031.html
南向高层望江无遮挡 证满两年可以交易 双公园在盘边,金融街融御 -工业大道南,4室2厅 ,129.94, 南 , 精装 , 高楼层(共39层) , 2017年建 , 塔楼,1200万,"92,351",15, 16天以前发布,VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403362702.html
山景城南向三房，南北对流，居住舒适,万科山景城 -科学城,3室2厅 ,94.23, 南 , 其他 , 高楼层(共35层)  , 塔楼,暂无数据,325万,"34,491",14, 16天以前发布,VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403364061.html
中海誉城北苑 东南向三房 满五且唯一省交重税 可面谈,中海誉城北苑 -香雪,3室2厅 ,96.73, 东南 , 精装 , 低楼层(共33层)  , 塔楼,暂无数据,328万,"33,909",31, 24天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403342345.html
福今东路 电梯三房  采光好 安静,福今东 -东风东,3室2厅 ,75.57, 西南 , 简装 , 高楼层(共7层)  , 板楼,暂无数据,540万,"71,457",6, 28天以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403329168.html
少有放卖 三房两卫 南北对流 6月满五唯一 次顶层,毛纺小区 -赤岗,3室1厅 ,88.43, 南 北 , 精装 , 高楼层(共8层)  , 塔楼,暂无数据,469万,"53,037",38, 26天以前发布,近地铁-VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403333492.html
气宇轩昂 西南无遮挡视野 精致两房 大阳台 楼层好,富力桃园 -罗冲围,2室1厅 ,81.53, 西南 , 精装 , 中楼层(共31层) , 2004年建 , 塔楼,300万,"36,797",24, 24天以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403340803.html
轩逸荟 南北对流  配套完善 成熟社区,智烨山水豪庭 -狮岭镇,3室2厅 ,91.95, 南 , 毛坯 , 低楼层(共16层) , 2014年建 , 塔楼,96万,"10,441",21, 一年前发布,VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108401357292.html
龙湾广场 滘口5号线 毛坯房 大三房望江景 产权清晰,龙湾广场 -滘口,3室2厅 ,166.35, 东北 , 毛坯 , 高楼层(共15层) , 1999年建 , 塔楼,355万,"21,341",87, 8个月以前发布,近地铁-VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402595223.html
加拿大花园的顶层少有复式4房，看房方便。,加拿大花园 -华景新城,4室2厅 ,244.88, 北 东北 , 简装 , 高楼层(共23层) , 1995年建 , 塔楼,861万,"35,161",169, 一年前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108401226614.html
嘉仕花园东区四期 四开间朝南 大阳台 满五年 一手业主,嘉仕花园东区 -滨江东,4室2厅 ,140.85, 南 , 简装 , 33层 , 2004年建 , 塔楼,1195万,"84,843",34, 1个月以前发布,VR房源-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403307237.html
新塘高档小区 俩梯三户，满五唯一 值得拥有,豪进山湖珺璟 -白江,3室2厅 ,123.35, 南 北 , 毛坯 , 高楼层(共20层) , 2011年建 , 塔楼,258万,"20,917",42, 4个月以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403049335.html
此房南北通透向后看花园满5年精装修 全新 四房大户型,新都盛世名门 -白江,4室2厅 ,176.66, 南 北 , 精装 , 中楼层(共10层) , 2011年建 , 塔楼,333万,"18,850",45, 5个月以前发布,近地铁-VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402984790.html
顺景雅苑 南向大三房 厅出阳台望园林 装修保养好,顺景雅苑 -新港西,3室2厅 ,112.03, 南 , 精装 , 低楼层(共13层) , 2000年建 , 塔楼,599万,"53,468",83, 5个月以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402868616.html
天马河国际公馆  格局方正   通风采光好,天马河国际公馆 -旧区,6室2厅 ,258.18, 南 北 , 毛坯 , 低楼层(共33层) , 2016年建 , 塔楼,300万,"11,620",27, 2个月以前发布,VR房源-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403149735.html
天马河公馆 大六房 有空中花园 环境优美,天马河国际公馆 -旧区,6室2厅 ,258.18, 南 , 毛坯 , 中楼层(共5层)  , 塔楼,暂无数据,390万,"15,106",26, 一年前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108401618546.html
电梯南向三房 小区管理 安静不吵 格局方正,金乐大厦 -中大,3室1厅 ,124.75, 东 , 简装 , 中楼层(共17层) , 1996年建 , 塔楼,468万,"37,516",7, 2个月以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403221585.html
满五唯一，省个税，阳光好位置好,保利林语山庄 -科学城,5室2厅 ,221, 南 , 精装 , 3层  , 暂无数据,暂无数据,734万,"33,192",369, 6个月以前发布,近地铁-VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402810552.html
：南北格局好，视野宽阔，交通便利,东方夏湾拿 -太平镇,6室2厅 ,146.46, 南 , 简装 , 低楼层(共3层)  , 暂无数据,暂无数据,255万,"17,411",31, 2个月以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403134238.html
南晓苑 马赛克外墙 楼龄新 高层通风采光好,南晓苑 -新港西,3室1厅 ,98.5, 东南 , 精装 , 高楼层(共9层)  , 塔楼,暂无数据,235万,"23,858",74, 9个月以前发布,近地铁-VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108402566961.html
豪逸名苑 户型通透 看花园  格局方正 位置安静 采光好,豪逸名苑 -旧区,4室2厅 ,148.18, 东北 , 毛坯 , 中楼层(共18层)  , 平房,暂无数据,178万,"12,013",59, 一年前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108400475632.html
楼龄新，配套成熟，交通便利，旺中带静。,江南花园 -宝岗,3室2厅 ,130.3, 西南 , 简装 , 高楼层(共30层) , 2009年建 , 塔楼,660万,"50,653",19, 5个月以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402965370.html
轻工学院 电梯高层三房 南向安静实用视野开阔,广东轻工学院宿舍 -新港西,3室2厅 ,102.73, 东南 , 简装 , 高楼层(共9层) , 1994年建 , 塔楼,488万,"47,504",37, 5个月以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402879748.html
逸泉山庄居住环境舒适，交通出现方便，依山傍水 .,逸泉山庄 -赤草,4室2厅 ,187.32, 南 , 毛坯 , 3层  , 暂无数据,暂无数据,276万,"14,735",56, 一年前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402277931.html
海联路单位小区 电梯在用 高层非顶楼 南北对流,丽景国旅 -东晓路,3室1厅 ,90.35, 南 , 简装 , 高楼层(共9层)  , 暂无数据,暂无数据,415万,"45,933",25, 2个月以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403207300.html
近地铁，安静不吵，大面积居住宽趟明亮，看河景无遮挡,天马河壹号一期 -秀全街,4室2厅 ,185.4, 东南 , 精装 , 高楼层(共19层) , 2009年建 , 塔楼,287万,"15,481",7, 1个月以前发布,近地铁-VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403257621.html
东方新世界熹园，安静看花园两梯两户南北对流无遮挡,东方新世界熹园 -天河公园,3室2厅 ,163.87, 南 , 精装 , 低楼层(共32层) , 2011年建 , 板楼,1261万,"76,922",103, 9个月以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402509716.html
过五年唯一 东南单边位  产权清晰 近地铁,科城山庄锦泽园 -科学城,5室2厅 ,190.46, 南 , 精装 , 高楼层(共18层) , 2015年建 , 塔楼,746万,"39,118",31, 6个月以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402779280.html
金地香山湖 南北对流大四房 采光好 视野开阔望山景,金地香山湖 -永和,4室2厅 ,137.89, 南 , 毛坯 , 低楼层(共33层) , 2019年建 , 塔楼,159万,"11,531",5, 8个月以前发布,VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108402606618.html
轻工学院 电梯高层三房 南向安静实用视野开阔,广东轻工学院宿舍 -新港西,3室2厅 ,102.73, 东南 , 简装 , 高楼层(共9层) , 1994年建 , 塔楼,488万,"47,504",37, 5个月以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402879748.html
高层精装修 视野好 一线江景洋房 户型方正,颐和盛世 -炭步,4室2厅 ,145.97, 南 , 精装 , 高楼层(共25层) , 2011年建 , 塔楼,124万,"8,495",3, 3个月以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403070315.html
逸泉山庄居住环境舒适，交通出现方便，依山傍水 .,逸泉山庄 -赤草,4室2厅 ,187.32, 南 , 毛坯 , 3层  , 暂无数据,暂无数据,276万,"14,735",56, 一年前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402277931.html
吉祥北园仲元 温馨两房 配套完善 出行方便,吉祥北园 -洛溪,2室1厅 ,83.3, 东南 , 简装 , 高楼层(共7层) , 1993年建 , 板塔结合,197万,"23,650",19, 2个月以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403132860.html
海联路单位小区 电梯在用 高层非顶楼 南北对流,丽景国旅 -东晓路,3室1厅 ,90.35, 南 , 简装 , 高楼层(共9层)  , 暂无数据,暂无数据,415万,"45,933",25, 2个月以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403207300.html
恒大绿洲 带有装修 景观好 视野开阔,恒大绿洲花园 -金沙洲,3室2厅 ,179.01, 东南 , 精装 , 中楼层(共11层) , 2008年建 , 塔楼,609万,"34,021",85, 9个月以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402548395.html
保利香雪山4+1户型南北对流双阳台 坐北朝南 满五唯一,保利香雪山花园 -科学城,5室2厅 ,178, 南 北 , 精装 , 中楼层(共10层) , 2009年建 , 板楼,705万,"39,596",27, 2个月以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403174349.html
宝岗球场旁 1楼框架 宝玉直 过5年 三房全明屋 光线好,宝岗大道 -宝岗,3室2厅 ,59.37, 东南 , 精装 , 低楼层(共4层)  , 暂无数据,暂无数据,175万,"29,477",60, 11个月以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402324669.html
全南向大三房  户型方正  实用  品质好,珠江金茂府 -广钢新城,3室1厅 ,122.87, 南 , 精装 , 中楼层(共42层)  , 塔楼,暂无数据,800万,"65,110",37, 4个月以前发布,近地铁-VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403049981.html
双层叠墅靠边位，南北对流望湖景。精装好，南北对流,金地荔湖城 -永和,4室2厅 ,179.68, 南 北 , 精装 , 低楼层(共3层)  , 塔楼,暂无数据,270万,"15,027",36, 3个月以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403115039.html
望南湖一线湖景 中间楼层 有钥匙随时看房,山水庭苑 -南湖,5室2厅 ,241.14, 南 北 , 毛坯 , 17层 , 2007年建 , 塔楼,935万,"38,775",38, 10个月以前发布,VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108402428332.html
少有放盘，适合四代同堂大户之家,嘉裕君玥公馆 -珠江新城西,5室2厅 ,192.2, 南 , 精装 , 低楼层(共30层) , 2009年建 , 塔楼,2420万,"125,911",110, 一年前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402264511.html
凤荔苑楼龄新 双阳台 南北对流 高楼层 带两车位 笋！,碧桂园凤凰城凤荔苑 -凤凰城,3室2厅 ,122.93, 南 北 , 精装 , 高楼层(共29层) , 2018年建 , 塔楼,218万,"17,734",26, 3个月以前发布,VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403067255.html
光大花园五期，望花园美景视野开阔，满五年,光大花园中海锦榕湾 -工业大道北,5室2厅 ,177, 南 , 精装 , 低楼层(共32层) , 2010年建 , 塔楼,1480万,"83,616",41, 10个月以前发布,近地铁-VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108402418534.html
满五唯一差额征税免重税，精装大四房南向大阳台朝花园,亚运城天誉 -亚运城,4室2厅 ,190.94, 南 , 精装 , 低楼层(共55层) , 2013年建 , 塔楼,460万,"24,092",97, 一年前发布,VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108402243027.html
天河公园，隽园大三房，安静望花园 业主诚* 看房方便,隽园 -天河公园,3室2厅 ,106.82, 西北 , 精装 , 中楼层(共32层) , 2007年建 , 塔楼,1175万,"109,999",34, 一年前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402295035.html
满五 户型方正 望江 望花园 对流 光大三期榕岸 少有,光大花园榕岸 -工业大道北,4室2厅 ,147.58, 东南 西北 , 精装 , 高楼层(共33层) , 2006年建 , 塔楼,1170万,"79,280",28, 2个月以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403179807.html
瀚林水岸3房2卫加书房  产权过五  无抵押无按揭,瀚林水岸 -滨江东,3室2厅 ,128.67, 西南 , 精装 , 低楼层(共28层) , 2006年建 , 塔楼,778万,"60,465",60, 5个月以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402879076.html
近地铁 三房明窗 双阳台 套内实用率90%,前进路(海珠) -前进路,3室1厅 ,69.61, 东 东南 东北 , 简装 , 中楼层(共7层)  , 塔楼,暂无数据,182万,"26,146",365, 8个月以前发布,近地铁-VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108402600104.html
珠光新城御景二期 一线江景南向4房  视野开阔,珠光新城御景二期 -珠江新城东,4室2厅 ,154.26, 南 北 , 精装 , 23层 , 2017年建 , 塔楼,2311万,"149,813",34, 3个月以前发布,近地铁-VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403091491.html
顺华名庭 过五年唯一   望广州塔望中山大学景观,顺华名庭 -新港西,3室2厅 ,110, 北 , 简装 , 中楼层(共20层) , 2001年建 , 塔楼,405万,"36,819",55, 3个月以前发布,近地铁-VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403112916.html
东方新世界二期 中高层 东南向 三房两卫,东方新世界 -天河公园,3室2厅 ,123.5, 东南 , 精装 , 中楼层(共24层) , 2009年建 , 塔楼,950万,"76,922",34, 1个月以前发布,近地铁-VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403306280.html
白云新城板块，东南向望白云山景，视野采光好充足。,颐和上院二期 -白云大道南,4室2厅 ,173, 东南 , 简装 , 高楼层(共9层) , 2006年建 , 塔楼,813万,"46,995",28, 4个月以前发布,近地铁-VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403018140.html
新 洛溪新城江边别墅区，经济划算，各付各税无按揭,裕景花园西区 -洛溪,5室3厅 ,247.7, 东南 , 毛坯 , 1层 , 1995年建 , 平房,864万,"34,881",44, 4个月以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403036897.html
珠江帝景大阳台望江望塔  证过五年一套物业税费少,珠江帝景苑 -滨江东,5室2厅 ,203.92, 北 , 简装 , 中楼层(共32层) , 2007年建 , 塔楼,1114万,"54,593",32, 7个月以前发布,近地铁-VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402708688.html
东华西中层三面单边 3阳台双主套,东华西路 -东川路,4室1厅 ,111.28, 东南 , 精装 , 中楼层(共9层)  , 塔楼,暂无数据,448万,"40,259",226, 一年前发布,VR房源-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108402239332.html
宝岗大道 3室1厅 东南,宝岗大道 -宝岗,3室1厅 ,70.13, 东南 , 精装 , 高楼层(共9层)  , 暂无数据,暂无数据,278万,"39,641",91, 3个月以前发布,近地铁-VR房源-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403114745.html
万科尚城实用三房 楼年新 配套齐全 望花园,万科尚城 -夏园,3室1厅 ,63.78, 东北 , 精装 , 低楼层(共34层)  , 板楼,暂无数据,265万,"41,550",23, 1个月以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403243976.html
新 洛溪新城江边别墅区，经济划算，各付各税无按揭,裕景花园西区 -洛溪,5室3厅 ,247.7, 东南 , 毛坯 , 1层 , 1995年建 , 平房,864万,"34,881",44, 4个月以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403036897.html
江边笋盘 大院管理  框架结构 近江边 业主诚心卖,素社新村 -前进路,3室1厅 ,94.69, 西 , 简装 , 高楼层(共9层) , 1987年建 , 塔楼,195万,"20,594",39, 3个月以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403113588.html
少有放盘，适合四代同堂大户之家,嘉裕君玥公馆 -珠江新城西,5室2厅 ,192.2, 南 , 精装 , 低楼层(共30层) , 2009年建 , 塔楼,2420万,"125,911",110, 一年前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402264511.html
恒大绿洲 带有装修 景观好 视野开阔,恒大绿洲花园 -金沙洲,3室2厅 ,179.01, 东南 , 精装 , 中楼层(共11层) , 2008年建 , 塔楼,609万,"34,021",85, 9个月以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402548395.html
宝岗球场旁 1楼框架 宝玉直 过5年 三房全明屋 光线好,宝岗大道 -宝岗,3室2厅 ,59.37, 东南 , 精装 , 低楼层(共4层)  , 暂无数据,暂无数据,175万,"29,477",60, 11个月以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402324669.html
新凤凰后街1-5号大院3-2-1-1,新凤凰后街1-5号大院 -滨江东,3室2厅 ,72, 南 , 精装 , 低楼层(共9层) , 1992年建 , 塔楼,278万,"38,612",31, 1个月以前发布,近地铁-VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403237944.html
万科尚城实用三房 楼年新 配套齐全 望花园,万科尚城 -夏园,3室1厅 ,63.78, 东北 , 精装 , 低楼层(共34层)  , 板楼,暂无数据,265万,"41,550",23, 1个月以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403243976.html
星河湾星座 中高层 南北对流  看房方便,广州星河湾星座 -星河湾,4室2厅 ,223.06, 南 北 , 精装 , 高楼层(共16层) , 2005年建 , 塔楼,754万,"33,759",27, 6个月以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402781262.html
帝景三期赏湖轩 安静三居室 南望绿林,珠江帝景苑 -滨江东,3室2厅 ,125.57, 南 , 简装 , 低楼层(共13层) , 2005年建 , 塔楼,686万,"54,593",70, 1个月以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403258077.html
中大地铁站 富景花园电梯高层三房带主套，产权清晰，,富景花园 -新港西,3室1厅 ,100.72, 北 , 简装 , 中楼层(共32层) , 2003年建 , 塔楼,450万,"44,679",59, 2个月以前发布,近地铁-VR房源-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403129065.html
富景花园 南向三房  满五唯一 厅出阳台,富景花园 -新港西,3室2厅 ,87.8, 南 , 简装 , 低楼层(共32层) , 2003年建 , 塔楼,425万,"48,406",166, 2个月以前发布,近地铁-VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403211004.html
东山雅筑育才板块低密度大面积4房3卫,东山雅筑 -东风东,4室2厅 ,162.91, 南 北 , 简装 , 高楼层(共33层) , 2000年建 , 塔楼,1250万,"76,684",12, 1个月以前发布,近地铁-VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403245732.html
紫龙府 高层东南向 通风采光好 满五年唯一 格局方正,珠江帝景苑合生紫龙府 -滨江东,4室1厅 ,183.94, 东 东南 , 精装 , 中楼层(共30层) , 2013年建 , 塔楼,1005万,"54,593",45, 3个月以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403095247.html
流花君庭 南向望流花湖全景 传世之宅 采光好视野宽,流花君庭 -流花站前,6室3厅 ,404.42, 东南 南 , 精装 , 高楼层(共26层) , 2010年建 , 板楼,2480万,"61,323",220, 一年前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108401975937.html
芳满南向大三房 满五 视野采光好 户型方正,华景新城芳满庭园 -华景新城,3室2厅 ,110.96, 南 , 精装 , 高楼层(共36层) , 2005年建 , 塔楼,620万,"55,854",48, 6个月以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402809268.html
改善、品质兼顾，芳满南向大四房。,华景新城芳满庭园 -华景新城,4室2厅 ,128, 南 , 简装 , 低楼层(共36层) , 2005年建 , 塔楼,715万,"55,854",15, 2个月以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403167512.html
满五年唯一 通透格局 视野开阔 安静 南北向,云山熹景 -梅花园,4室2厅 ,136.23, 南 北 , 简装 , 18层 , 2008年建 , 板塔结合,710万,"52,118",41, 8个月以前发布,近地铁-VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402623956.html
笋盘想到先得，实用三房户型，南北对流，装修保养好。,珠江帝景苑 -滨江东,3室2厅 ,100.89, 东南 南 北 , 精装 , 中楼层(共20层) , 2007年建 , 塔楼,551万,"54,593",128, 3个月以前发布,近地铁-VR房源-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403122983.html
满五唯一，电梯四房，看房方便！,新康花园 -白江,4室3厅 ,113.05, 南 , 精装 , 高楼层(共7层)  , 塔楼,暂无数据,183万,"16,188",67, 10个月以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108402465730.html
嘉仕花园东区 三房带主套 业主诚心卖 户型实用方正,嘉仕花园东区 -滨江东,3室2厅 ,106.53, 西 , 简装 , 16层 , 2000年建 , 塔楼,589万,"55,290",49, 2个月以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403173317.html
格局好，楼层好，视野宽阔，采光充足，,敏捷锦绣天伦 -新塘北,3室2厅 ,94.43, 北 , 毛坯 , 中楼层(共32层) , 2015年建 , 塔楼,183万,"19,380",12, 20天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403353990.html
此房满五唯一，实用面积宽阔，视野开阔，采光好,河东北路 -江浦街,3室2厅 ,99.03, 南 , 简装 , 高楼层(共8层) , 2005年建 , 平房,86万,"8,685",4, 27天以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403332168.html
